ts,X_EE,Y_EE,Z_EE,Phi,X_base_meas,Z_base_meas,X_mid_meas,Z_mid_meas,X_end_meas,Z_end_meas,U_base,V_base,U_mid,V_mid,U_end,V_end,Base_angle,X_ang_start,Z_ang_start,X_ang_end,Z_ang_end,U_ang_start,V_ang_start,U_ang_end,V_ang_end,Goal_X,Goal_Z,Endpt_Sol_X,Endpt_Sol_Z
1693324717141064167,-0.21436055477570792,-0.25019425663925643,0.6836034914367111,1.8881095802864092,-0.21618165323656635,0.6838595092622802,-0.3854450311560547,0.6097883477716041,-0.4856543229059014,0.4341990528096664,679,130,448,221,293,449,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.5,0.45,-0.499999998781808,0.450000001014844
1693324738354704380,-0.12559074997559733,-0.2502950219230433,0.7024717525015354,1.7638196607232477,-0.12605200670279687,0.7020115951701471,-0.29283602988305085,0.6118105082698428,-0.39099792673667094,0.4358283797898427,799,109,573,220,425,448,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.4,0.45,-0.400000000115122,0.450000001606411
1693324771761560678,-0.03457338145807655,-0.2502607037150266,0.7158962598488019,1.671546548789758,-0.03512979655819432,0.7170933243273003,-0.19605714701352112,0.6131098654172952,-0.2878949037428828,0.4360566936492792,919,92,703,220,568,449,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.3,0.45,-0.299999999771232,0.45000000156825
1693324804500465870,-0.0427712689526433,-0.2502379733270291,0.8130741357112599,0.7780155721167545,-0.038258833764046166,0.8166076711576739,-0.12563877949577507,0.643155636569979,-0.1779871867896124,0.4437890099084726,916,-30,798,183,720,440,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.2,0.45,-0.199999998261661,0.450000000489618
1693324844756046534,0.14822723136517363,-0.2501485026118627,0.7392410968401533,1.502617965744651,0.15334695290859998,0.7411655259960632,0.0025274971336208193,0.6275818702578562,-0.08842009651320558,0.4453909544422304,1165,66,968,205,843,439,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],-0.0999999999999999,0.45,-0.100000000749116,0.450000000044701
1693324880000415087,-0.10263346406170092,-0.2502209723390013,0.8167655372056761,-0.9822973544359633,-0.10143570930684231,0.8179439823131442,-0.004398463610193599,0.6599350880096502,0.014713097862809303,0.4583736057512185,834,-33,959,164,984,423,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],1.11022302462516e-16,0.45,-7.76536279722961e-10,0.450000003856045
1693324959843066216,-0.08601693196320527,-0.25031232184209096,0.753449410922266,-1.6722053904584708,-0.0890621378843615,0.7623947350794051,0.06457697922475834,0.6561581949531078,0.10817295557404454,0.4570364236898842,849,35,1050,170,1111,426,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.1,0.45,0.100000000755333,0.450000000308996
1693324985399265766,0.08095920649834903,-0.2503393530627092,0.8071425759305046,-1.1077580446802098,0.06530283186571814,0.8168202400780636,0.19011351788483238,0.6555661807227372,0.20855555448928775,0.4519931568219351,1050,-28,1215,173,1247,434,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.2,0.45,0.199999998955465,0.449999999754213
1693325313877379179,0.10004160333643643,-0.2503190572493441,0.7367197086126038,-1.8123188556989938,0.10106653392603683,0.7435687315196773,0.2610291897840777,0.6509959521958741,0.30643597960258767,0.45142950344454646,1097,62,1308,180,1379,436,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.3,0.45,0.299999999130339,0.449999998708739
1693325366994530916,0.18795332845134846,-0.25024557603043,0.7207568874037455,-1.9406395030957388,0.19157179079795322,0.7263417299397974,0.35425952191419974,0.6451338314645955,0.40531403119611775,0.4478486347051895,1215,85,1430,189,1512,442,0.0,0.0,0.0,0.0,0.0,[0.],[0.],[0.],[0.],0.4,0.45,0.399999999479765,0.449999999003932
